2,8207, Note_off_c,2,36.0,0,
2,8207, Note_off_c,2,48.0,0,
2,8400, Note_on_c,2,31.0,49,
2,8400, Note_off_c,2,31.0,0,
2,8447, Note_off_c,2,43.0,0,
2,8447, Note_on_c,2,35.0,49,
2,8640, Note_on_c,2,47.0,49,
2,8640, Note_off_c,2,47.0,0,
2,9120, Note_on_c,2,43.0,49,
2,9120, Note_on_c,2,47.0,49,
2,9600, Note_off_c,2,47.0,0,
2,9600, Note_on_c,2,47.0,49,
2,10080, Note_on_c,2,59.0,49,
2,10080, Note_off_c,2,35.0,0,
2,10080, Note_off_c,2,43.0,0,
2,10080, Note_on_c,2,55.0,49,
2,10127, Note_on_c,2,35.0,49,
2,10127, Note_off_c,2,35.0,0,
2,10320, Note_off_c,2,47.0,0,
2,10320, Note_on_c,2,35.0,49,
2,10367, Note_on_c,2,47.0,49,
2,10367, Note_on_c,2,45.0,49,
2,10560, Note_off_c,2,33.0,0,
2,10560, Note_on_c,2,33.0,49,
2,11040, Note_off_c,2,33.0,0,
2,11040, Note_off_c,2,32.0,0,
2,11040, Note_off_c,2,45.0,0,
2,11040, Note_on_c,2,45.0,49,
2,11136, Note_on_c,2,33.0,49,
2,11136, Note_off_c,2,45.0,0,
2,11520, Note_on_c,2,45.0,49,
2,11520, Note_off_c,2,45.0,0,
2,12000, Note_on_c,2,45.0,49,
2,12000, Note_off_c,2,57.0,0,
2,12000, Note_off_c,2,45.0,0,
2,12000, Note_on_c,2,56.0,49,
2,12047, Note_on_c,2,48.0,49,
2,12047, Note_on_c,2,31.0,49,
2,12240, Note_off_c,2,48.0,0,
2,12240, Note_on_c,2,43.0,49,
2,12287, Note_off_c,2,43.0,0,
2,12287, Note_on_c,2,48.0,49,
2,12480, Note_on_c,2,36.0,49,
2,12480, Note_off_c,2,48.0,0,
2,12960, Note_on_c,2,48.0,49,
2,12960, Note_on_c,2,43.0,49,
2,12960, Note_off_c,2,36.0,0,
2,12960, Note_off_c,2,48.0,0,
2,13056, Note_on_c,2,36.0,49,
2,13056, Note_on_c,2,48.0,49,
2,13440, Note_off_c,2,48.0,0,
2,13440, Note_off_c,2,43.0,0,
2,13920, Note_on_c,2,48.0,49,
2,13920, Note_off_c,2,48.0,0,
2,13920, Note_off_c,2,47.0,0,
2,13920, Note_on_c,2,47.0,49,
2,13967, Note_off_c,2,47.0,0,
2,13967, Note_on_c,2,47.0,49,
2,14160, Note_off_c,2,35.0,0,
2,14160, Note_off_c,2,47.0,0,
2,14207, Note_on_c,2,47.0,49,
2,14207, Note_off_c,2,47.0,0,
2,14400, Note_on_c,2,35.0,49,
2,14400, Note_on_c,2,43.0,49,
2,14880, Note_off_c,2,35.0,0,
2,14880, Note_on_c,2,47.0,49,
2,14880, Note_off_c,2,47.0,0,
2,14880, Note_on_c,2,35.0,49,
2,14976, Note_on_c,2,47.0,49,
2,14976, Note_off_c,2,59.0,0,
2,15360, Note_off_c,2,35.0,0,
2,15360, Note_on_c,2,35.0,49,
2,15840, Note_off_c,2,35.0,0,
2,15840, Note_on_c,2,35.0,49,
2,15840, Note_off_c,2,35.0,0,
2,15840, Note_on_c,2,35.0,49,
2,15887, Note_off_c,2,47.0,0,
2,15887, Note_off_c,2,35.0,0,
2,16080, Note_on_c,2,47.0,49,
2,16080, Note_off_c,2,47.0,0,
2,16127, Note_on_c,2,35.0,49,
2,16127, Note_off_c,2,55.0,0,
2,16320, Note_off_c,2,35.0,0,
2,16320, Note_on_c,2,35.0,49,
2,16416, Note_off_c,2,43.0,0,
2,16416, Note_off_c,2,35.0,0,
2,17280, Note_on_c,2,35.0,49,
2,17280, Note_on_c,2,55.0,49,
2,17760, Note_off_c,2,55.0,0,
2,17760, Note_on_c,2,47.0,49,
2,17760, Note_off_c,2,35.0,0,
2,17760, Note_on_c,2,35.0,49,
2,17807, Note_off_c,2,47.0,0,
2,17807, Note_on_c,2,55.0,49,
2,18000, Note_on_c,2,47.0,49,
2,18000, Note_off_c,2,47.0,0,
2,18047, Note_on_c,2,47.0,49,
2,18047, Note_off_c,2,47.0,0,
2,18240, Note_off_c,2,35.0,0,
2,18240, Note_on_c,2,35.0,49,
2,18720, Note_on_c,2,43.0,49,
2,18720, Note_on_c,2,47.0,49,
2,18720, Note_off_c,2,47.0,0,
2,18720, Note_off_c,2,43.0,0,
2,18816, Note_on_c,2,47.0,49,
2,18816, Note_off_c,2,35.0,0,
2,19200, Note_off_c,2,47.0,0,
2,19200, Note_off_c,2,55.0,0,
2,19680, Note_on_c,2,47.0,49,
2,19680, Note_off_c,2,47.0,0,
2,19680, Note_on_c,2,47.0,49,
2,19680, Note_on_c,2,35.0,49,
2,19727, Note_off_c,2,35.0,0,
2,19727, Note_on_c,2,43.0,49,
2,19920, Note_on_c,2,35.0,49,
2,19920, Note_off_c,2,35.0,0,
2,19967, Note_off_c,2,47.0,0,
2,19967, Note_on_c,2,35.0,49,
2,20160, Note_on_c,2,47.0,49,
2,20160, Note_off_c,2,35.0,0,
2,20640, Note_on_c,2,35.0,49,
2,20640, Note_off_c,2,35.0,0,
2,20640, Note_off_c,2,47.0,0,
2,20640, Note_on_c,2,35.0,49,
2,20736, Note_on_c,2,47.0,49,
2,20736, Note_on_c,2,59.0,49,
2,21120, Note_off_c,2,43.0,0,
2,21120, Note_off_c,2,47.0,0,
2,21600, Note_on_c,2,52.0,49,
2,21600, Note_off_c,2,60.0,0,
2,21600, Note_on_c,2,57.0,49,
2,21600, Note_off_c,2,52.0,0,
2,21647, Note_on_c,2,60.0,49,
2,21647, Note_off_c,2,57.0,0,
2,21840, Note_off_c,2,60.0,0,
2,21840, Note_off_c,2,40.0,0,
2,21887, Note_on_c,2,52.0,49,
2,21887, Note_off_c,2,52.0,0,
2,22080, Note_on_c,2,60.0,49,
2,22080, Note_on_c,2,45.0,49,
2,22560, Note_off_c,2,44.0,0,
2,22560, Note_off_c,2,33.0,0,
2,22560, Note_off_c,2,45.0,0,
2,22560, Note_on_c,2,33.0,49,
2,22656, Note_on_c,2,32.0,49,
2,22656, Note_off_c,2,33.0,0,
2,23040, Note_on_c,2,44.0,49,
2,23040, Note_on_c,2,33.0,49,
2,23520, Note_off_c,2,32.0,0,
2,23520, Note_off_c,2,33.0,0,
2,23520, Note_on_c,2,33.0,49,
2,23520, Note_on_c,2,45.0,49,
2,23567, Note_off_c,2,45.0,0,
2,23567, Note_on_c,2,45.0,49,
2,23760, Note_off_c,2,45.0,0,
2,23760, Note_off_c,2,44.0,0,
2,23807, Note_on_c,2,45.0,49,
2,23807, Note_off_c,2,45.0,0,
2,24000, Note_on_c,2,45.0,49,
2,24000, Note_off_c,2,33.0,0,
2,24096, Note_on_c,2,33.0,49,
2,24096, Note_off_c,2,45.0,0,
2,25440, Note_on_c,2,44.0,49,
2,25440, Note_on_c,2,45.0,49,
2,25487, Note_off_c,2,33.0,0,
2,25487, Note_on_c,2,32.0,49,
2,25680, Note_off_c,2,45.0,0,
2,25680, Note_on_c,2,33.0,49,
2,25727, Note_on_c,2,40.0,49,
2,25727, Note_on_c,2,45.0,49,
2,25920, Note_off_c,2,32.0,0,
2,25920, Note_off_c,2,33.0,0,
2,25967, Note_off_c,2,45.0,0,
2,25967, Note_on_c,2,33.0,49,
2,26400, Note_off_c,2,44.0,0,
2,26400, Note_on_c,2,57.0,49,
2,26447, Note_on_c,2,44.0,49,
2,26447, Note_off_c,2,33.0,0,
2,27360, Note_on_c,2,33.0,49,
2,27360, Note_on_c,2,45.0,49,
2,27407, Note_off_c,2,45.0,0,
2,27407, Note_off_c,2,33.0,0,
2,27600, Note_on_c,2,33.0,49,
2,27600, Note_off_c,2,40.0,0,
2,27647, Note_off_c,2,28.0,0,
2,27647, Note_on_c,2,28.0,49,
2,27840, Note_off_c,2,28.0,0,
2,27840, Note_on_c,2,40.0,49,
2,27887, Note_on_c,2,28.0,49,
2,27887, Note_off_c,2,56.0,0,
2,28320, Note_on_c,2,32.0,49,
2,28320, Note_off_c,2,33.0,0,
2,28367, Note_on_c,2,33.0,49,
2,28367, Note_on_c,2,45.0,49,
2,29280, Note_off_c,2,33.0,0,
2,29280, Note_on_c,2,33.0,49,
2,29327, Note_off_c,2,45.0,0,
2,29327, Note_on_c,2,45.0,49,
2,29520, Note_off_c,2,45.0,0,
2,29520, Note_off_c,2,32.0,0,
2,29567, Note_off_c,2,33.0,0,
2,29567, Note_on_c,2,45.0,49,
2,29760, Note_on_c,2,33.0,49,
2,29760, Note_off_c,2,33.0,0,
2,29807, Note_on_c,2,32.0,49,
2,29807, Note_off_c,2,57.0,0,
2,30240, Note_off_c,2,45.0,0,
2,30240, Note_on_c,2,33.0,49,
2,30287, Note_off_c,2,33.0,0,
2,30287, Note_on_c,2,33.0,49,
2,31200, Note_off_c,2,33.0,0,
2,31200, Note_off_c,2,40.0,0,
2,31247, Note_on_c,2,40.0,49,
2,31247, Note_off_c,2,28.0,0,
2,31440, Note_on_c,2,28.0,49,
2,31440, Note_off_c,2,40.0,0,
2,31487, Note_on_c,2,40.0,49,
2,31487, Note_off_c,2,28.0,0,
2,31680, Note_off_c,2,40.0,0,
2,31680, Note_on_c,2,40.0,49,
2,31727, Note_off_c,2,40.0,0,
2,31727, Note_on_c,2,40.0,49,
2,32160, Note_off_c,2,40.0,0,
2,32160, Note_on_c,2,28.0,49,
2,32207, Note_on_c,2,40.0,49,
2,32207, Note_off_c,2,28.0,0,
2,33120, Note_on_c,2,28.0,49,
2,33120, Note_off_c,2,28.0,0,
2,33167, Note_on_c,2,28.0,49,
2,33167, Note_off_c,2,40.0,0,
2,33360, Note_off_c,2,28.0,0,
2,33360, Note_on_c,2,40.0,49,
2,33407, Note_off_c,2,40.0,0,
2,33407, Note_on_c,2,40.0,49,
2,33600, Note_off_c,2,40.0,0,
2,33600, Note_on_c,2,40.0,49,
2,33647, Note_off_c,2,40.0,0,
2,33647, Note_on_c,2,33.0,49,
2,34080, Note_off_c,2,33.0,0,
2,34080, Note_off_c,2,44.0,0,
2,34127, Note_on_c,2,45.0,49,
2,34127, Note_on_c,2,44.0,49,
2,35040, Note_off_c,2,45.0,0,
2,35040, Note_on_c,2,33.0,49,
2,35087, Note_on_c,2,45.0,49,
2,35087, Note_off_c,2,45.0,0,
2,35280, Note_off_c,2,33.0,0,
2,35280, Note_on_c,2,40.0,49,
2,35327, Note_on_c,2,28.0,49,
2,35327, Note_off_c,2,28.0,0,
2,35520, Note_on_c,2,28.0,49,
2,35520, Note_off_c,2,28.0,0,
2,35567, Note_on_c,2,28.0,49,
2,35567, Note_off_c,2,40.0,0,
2,36000, Note_off_c,2,28.0,0,
2,36000, Note_on_c,2,28.0,49,
2,36047, Note_on_c,2,40.0,49,
2,36047, Note_off_c,2,40.0,0,
2,36960, Note_off_c,2,28.0,0,
2,36960, Note_on_c,2,40.0,49,
2,37007, Note_off_c,2,40.0,0,
2,37007, Note_on_c,2,40.0,49,
2,37200, Note_on_c,2,28.0,49,
2,37200, Note_off_c,2,28.0,0,
2,37247, Note_on_c,2,28.0,49,
2,37247, Note_off_c,2,28.0,0,
2,37440, Note_on_c,2,28.0,49,
2,37440, Note_off_c,2,40.0,0,
2,37487, Note_on_c,2,40.0,49,
2,37487, Note_off_c,2,40.0,0,
2,37920, Note_on_c,2,40.0,49,
2,37920, Note_on_c,2,45.0,49,
2,37967, Note_off_c,2,45.0,0,
2,37967, Note_on_c,2,45.0,49,
2,38880, Note_off_c,2,45.0,0,
2,38880, Note_on_c,2,45.0,49,
2,38927, Note_off_c,2,44.0,0,
2,38927, Note_off_c,2,45.0,0,
2,39120, Note_on_c,2,45.0,49,
2,39120, Note_on_c,2,44.0,49,
2,39167, Note_off_c,2,45.0,0,
2,39167, Note_on_c,2,45.0,49,
2,39360, Note_off_c,2,45.0,0,
2,39360, Note_on_c,2,33.0,49,
2,39407, Note_on_c,2,45.0,49,
2,39407, Note_off_c,2,45.0,0,
2,39840, Note_on_c,2,45.0,49,
2,39840, Note_off_c,2,33.0,0,
2,39887, Note_on_c,2,33.0,49,
2,39887, Note_off_c,2,33.0,0,
2,39887, End_track,,,,
0,0, End_of_file,,,,
